Time(secs),Inbound workload,Latency(ms),Message loss
117,0,1000000,0
118,0,1000000,0
119,0,1000000,0
120,0,1000000,0
121,0,1000000,0
122,0,1000000,0
123,0,1000000,0
124,0,1000000,0
125,0,1000000,0
126,0,1000000,0
127,0,1000000,0
128,0,1000000,0
129,0,1000000,0
130,0,1000000,0
131,0,1000000,0
132,0,1000000,0
133,0,1000000,0
134,0,1000000,0
135,0,1000000,0
136,0,1000000,0
137,0,1000000,0
138,0,1000000,0
139,0,1000000,0
140,0,1000000,0
141,0,1000000,0
142,0,1000000,0
143,0,1000000,0
144,0,1000000,0
145,0,1000000,0
146,0,1000000,0
147,0,1000000,0
148,0,1000000,0
149,0,1000000,0
150,0,1000000,0
151,0,1000000,0
152,0,1000000,0
153,0,1000000,0
154,0,1000000,0
155,0,1000000,0
156,0,1000000,0
157,0,1000000,0
158,0,1000000,0
159,0,1000000,0
160,0,1000000,0
161,0,1000000,0
162,0,1000000,0
163,0,1000000,0
164,0,1000000,0
165,0,1000000,0
166,0,1000000,0
167,0,1000000,0
168,0,1000000,0
169,0,1000000,0
170,0,1000000,0
171,0,1000000,0
172,0,1000000,0
173,0,1000000,0
174,0,1000000,0
175,0,1000000,0
176,0,1000000,0
177,0,1000000,0
178,0,1000000,0
179,0,1000000,0
180,0,1000000,0
181,0,1000000,0
182,0,1000000,0
183,0,1000000,0
184,0,1000000,0
185,0,1000000,0
186,0,1000000,0
187,0,1000000,0
188,0,1000000,0
189,0,1000000,0
190,0,1000000,0
191,0,1000000,0
192,0,1000000,0
193,0,1000000,0
194,0,1000000,0
195,0,1000000,0
196,0,1000000,0
197,0,1000000,0
198,0,1000000,0
199,0,1000000,0
200,0,1000000,0
201,0,1000000,0
202,0,1000000,0
203,0,1000000,0
204,0,1000000,0
205,0,1000000,0
206,0,1000000,0
207,0,1000000,0
208,0,1000000,0
209,0,1000000,0
210,0,1000000,0
211,0,1000000,0
212,0,1000000,0
213,0,1000000,0
214,0,1000000,0
215,0,1000000,0
216,0,1000000,0
217,0,1000000,0
218,0,1000000,0
219,0,1000000,0
220,0,1000000,0
221,0,1000000,0
222,0,1000000,0
223,0,1000000,0
224,0,1000000,0
225,0,1000000,0
226,0,1000000,0
227,0,1000000,0
228,0,1000000,0
229,0,1000000,0
230,0,1000000,0
231,0,1000000,0
232,0,1000000,0
233,0,1000000,0
234,0,1000000,0
235,0,1000000,0
236,0,1000000,0
237,0,1000000,0
238,0,1000000,0
239,0,1000000,0
240,0,1000000,0
241,0,1000000,0
242,0,1000000,0
243,0,1000000,0
244,0,1000000,0
245,0,1000000,0
246,0,1000000,0
247,0,1000000,0
248,0,1000000,0
249,0,1000000,0
250,0,1000000,0
251,0,1000000,0
252,0,1000000,0
253,0,1000000,0
254,0,1000000,0
255,0,1000000,0
256,0,1000000,0
257,0,1000000,0
258,0,1000000,0
259,0,1000000,0
260,0,1000000,0
261,0,1000000,0
262,0,1000000,0
263,0,1000000,0
264,0,1000000,0
265,0,1000000,0
266,0,1000000,0
267,0,1000000,0
268,0,1000000,0
269,0,1000000,0
270,0,1000000,0
271,0,1000000,0
272,0,1000000,0
273,0,1000000,0
274,0,1000000,0
275,0,1000000,0
276,0,1000000,0
277,0,1000000,0
278,0,1000000,0
279,0,1000000,0
280,0,1000000,0
281,0,1000000,0
282,0,1000000,0
283,0,1000000,0
284,0,1000000,0
285,0,1000000,0
286,0,1000000,0
287,0,1000000,0
288,0,1000000,0
289,0,1000000,0
290,0,1000000,0
291,0,1000000,0
292,0,1000000,0
293,0,1000000,0
294,0,1000000,0
295,0,1000000,0
296,0,1000000,0
297,0,1000000,0
298,0,1000000,0
299,0,1000000,0
300,0,1000000,0
301,0,1000000,0
302,0,1000000,0
303,0,1000000,0
304,0,1000000,0
305,0,1000000,0
306,0,1000000,0
307,0,1000000,0
308,0,1000000,0
309,0,1000000,0
310,0,1000000,0
311,0,1000000,0
312,0,1000000,0
313,0,1000000,0
314,0,1000000,0
315,0,1000000,0
316,0,1000000,0
317,0,1000000,0
318,0,1000000,0
319,0,1000000,0
320,0,1000000,0
321,0,1000000,0
322,0,1000000,0
323,0,1000000,0
324,0,1000000,0
325,0,1000000,0
326,0,1000000,0
327,0,1000000,0
328,0,1000000,0
329,0,1000000,0
330,0,1000000,0
331,0,1000000,0
332,0,1000000,0
333,0,1000000,0
334,0,1000000,0
335,0,1000000,0
336,0,1000000,0
337,0,1000000,0
338,0,1000000,0
339,0,1000000,0
340,0,1000000,0
341,0,1000000,0
342,0,1000000,0
343,0,1000000,0
344,0,1000000,0
345,0,1000000,0
346,0,1000000,0
347,0,1000000,0
348,0,1000000,0
349,0,1000000,0
350,0,1000000,0
351,0,1000000,0
352,0,1000000,0
353,0,1000000,0
354,0,1000000,0
355,0,1000000,0
356,0,1000000,0
357,0,1000000,0
358,0,1000000,0
359,0,1000000,0
360,0,1000000,0
361,0,1000000,0
362,0,1000000,0
363,0,1000000,0
364,0,1000000,0
365,0,1000000,0
366,0,1000000,0
367,0,1000000,0
368,0,1000000,0
369,0,1000000,0
370,0,1000000,0
371,0,1000000,0
372,0,1000000,0
373,0,1000000,0
374,0,1000000,0
375,0,1000000,0
376,0,1000000,0
377,0,1000000,0
378,0,1000000,0
379,0,1000000,0
380,0,1000000,0
381,0,1000000,0
382,0,1000000,0
383,0,1000000,0
384,0,1000000,0
385,0,1000000,0
386,0,1000000,0
387,0,1000000,0
388,0,1000000,0
389,0,1000000,0
390,0,1000000,0
391,0,1000000,0
392,0,1000000,0
393,0,1000000,0
394,0,1000000,0
395,0,1000000,0
396,0,1000000,0
397,0,1000000,0
398,0,1000000,0
399,0,1000000,0
400,0,1000000,0
401,0,1000000,0
402,0,1000000,0
403,0,1000000,0
404,0,1000000,0
405,0,1000000,0
406,0,1000000,0
406,0,1000000,0
408,0,1000000,0
409,0,1000000,0
410,0,1000000,0
411,0,1000000,0
412,0,1000000,0
413,0,1000000,0
414,0,1000000,0
415,0,1000000,0
416,0,1000000,0
417,0,1000000,0
418,0,1000000,0
419,0,1000000,0
420,0,1000000,0
421,0,1000000,0
422,0,1000000,0
423,0,1000000,0
424,0,1000000,0
425,0,1000000,0
426,0,1000000,0
427,0,1000000,0
428,0,1000000,0
429,0,1000000,0
430,0,1000000,0
431,0,1000000,0
432,0,1000000,0
433,0,1000000,0
434,0,1000000,0
435,0,1000000,0
436,0,1000000,0
437,0,1000000,0
438,0,1000000,0
439,0,1000000,0
440,0,1000000,0
441,0,1000000,0
442,0,1000000,0
443,0,1000000,0
444,0,1000000,0
445,0,1000000,0
446,0,1000000,0
447,0,1000000,0
448,0,1000000,0
449,0,1000000,0
450,0,1000000,0
451,0,1000000,0
452,0,1000000,0
453,0,1000000,0
454,0,1000000,0
455,0,1000000,0
456,0,1000000,0
457,0,1000000,0
458,0,1000000,0
459,0,1000000,0
460,0,1000000,0
461,0,1000000,0
462,0,1000000,0
463,0,1000000,0
464,0,1000000,0
465,0,1000000,0
466,0,1000000,0
467,0,1000000,0
468,0,1000000,0
469,0,1000000,0
470,0,1000000,0
471,0,1000000,0
472,0,1000000,0
473,0,1000000,0
474,0,1000000,0
475,0,1000000,0
476,0,1000000,0
477,0,1000000,0
478,0,1000000,0
479,0,1000000,0
480,0,1000000,0
481,0,1000000,0
482,0,1000000,0
483,0,1000000,0
484,0,1000000,0
485,0,1000000,0
486,0,1000000,0
487,0,1000000,0
488,0,1000000,0
489,0,1000000,0
490,0,1000000,0
491,0,1000000,0
492,0,1000000,0
493,0,1000000,0
494,0,1000000,0
495,0,1000000,0
496,0,1000000,0
497,0,1000000,0
498,0,1000000,0
499,0,1000000,0
500,0,1000000,0
501,0,1000000,0
502,0,1000000,0
503,0,1000000,0
504,0,1000000,0
505,0,1000000,0
506,0,1000000,0
507,0,1000000,0
508,0,1000000,0
509,0,1000000,0
510,0,1000000,0
511,0,1000000,0
512,0,1000000,0
513,0,1000000,0
514,0,1000000,0
515,0,1000000,0
516,0,1000000,0
517,0,1000000,0
518,0,1000000,0
519,0,1000000,0
520,0,1000000,0
521,0,1000000,0
522,0,1000000,0
523,0,1000000,0
524,0,1000000,0
525,0,1000000,0
526,0,1000000,0
527,0,1000000,0
528,0,1000000,0
529,0,1000000,0
530,0,1000000,0
531,0,1000000,0
532,0,1000000,0
533,0,1000000,0
534,0,1000000,0
535,0,1000000,0
536,0,1000000,0
537,0,1000000,0
538,0,1000000,0
539,0,1000000,0
540,0,1000000,0
541,0,1000000,0
542,0,1000000,0
543,0,1000000,0
544,0,1000000,0
545,0,1000000,0
546,0,1000000,0
547,0,1000000,0
548,0,1000000,0
549,0,1000000,0
550,0,1000000,0
551,0,1000000,0
552,0,1000000,0
553,0,1000000,0
554,0,1000000,0
555,0,1000000,0
556,0,1000000,0
557,0,1000000,0
558,0,1000000,0
559,0,1000000,0
560,0,1000000,0
561,0,1000000,0
562,0,1000000,0
563,0,1000000,0
564,0,1000000,0
565,0,1000000,0
566,0,1000000,0
567,0,1000000,0
568,0,1000000,0
569,0,1000000,0
570,0,1000000,0
571,0,1000000,0
572,0,1000000,0
573,0,1000000,0
574,0,1000000,0
575,0,1000000,0
576,0,1000000,0
577,0,1000000,0
578,0,1000000,0
579,0,1000000,0
580,0,1000000,0
581,0,1000000,0
582,0,1000000,0
583,0,1000000,0
584,0,1000000,0
585,0,1000000,0
586,0,1000000,0
587,0,1000000,0
588,0,1000000,0
589,0,1000000,0
590,0,1000000,0
591,0,1000000,0
592,0,1000000,0
593,0,1000000,0
594,0,1000000,0
595,0,1000000,0
596,0,1000000,0
597,0,1000000,0
598,0,1000000,0
599,0,1000000,0
600,0,1000000,0
601,0,1000000,0
602,0,1000000,0
603,0,1000000,0
604,0,1000000,0
605,0,1000000,0
606,0,1000000,0
607,0,1000000,0
608,0,1000000,0
609,0,1000000,0
610,0,1000000,0
611,0,1000000,0
612,0,1000000,0
613,0,1000000,0
614,0,1000000,0
615,0,1000000,0
616,0,1000000,0
617,0,1000000,0
618,0,1000000,0
619,0,1000000,0
620,0,1000000,0
621,0,1000000,0
622,0,1000000,0
623,0,1000000,0
624,0,1000000,0
625,0,1000000,0
626,0,1000000,0
627,0,1000000,0
628,0,1000000,0
629,0,1000000,0
630,0,1000000,0
631,0,1000000,0
632,0,1000000,0
633,0,1000000,0
634,0,1000000,0
635,0,1000000,0
636,0,1000000,0
637,0,1000000,0
638,0,1000000,0
639,0,1000000,0
640,0,1000000,0
641,0,1000000,0
642,0,1000000,0
643,0,1000000,0
644,0,1000000,0
645,0,1000000,0
646,0,1000000,0
647,0,1000000,0
648,0,1000000,0
649,0,1000000,0
650,0,1000000,0
651,0,1000000,0
652,0,1000000,0
653,0,1000000,0
654,0,1000000,0
655,0,1000000,0
656,0,1000000,0
657,0,1000000,0
658,0,1000000,0
659,0,1000000,0
660,0,1000000,0
661,0,1000000,0
662,0,1000000,0
663,0,1000000,0
664,0,1000000,0
665,0,1000000,0
666,0,1000000,0
667,0,1000000,0
668,0,1000000,0
669,0,1000000,0
670,0,1000000,0
671,0,1000000,0
672,0,1000000,0
673,0,1000000,0
674,0,1000000,0
675,0,1000000,0
676,0,1000000,0
677,0,1000000,0
678,0,1000000,0
679,0,1000000,0
680,0,1000000,0
681,0,1000000,0
682,0,1000000,0
683,0,1000000,0
684,0,1000000,0
685,0,1000000,0
686,0,1000000,0
687,0,1000000,0
688,0,1000000,0
689,0,1000000,0
690,0,1000000,0
691,0,1000000,0
692,0,1000000,0
693,0,1000000,0
694,0,1000000,0
695,0,1000000,0
696,0,1000000,0
697,0,1000000,0
698,0,1000000,0
699,0,1000000,0
700,0,1000000,0
701,0,1000000,0
702,0,1000000,0
703,0,1000000,0
704,0,1000000,0
705,0,1000000,0
706,0,1000000,0
707,0,1000000,0
708,0,1000000,0
709,0,1000000,0
710,0,1000000,0
711,0,1000000,0
712,0,1000000,0
713,0,1000000,0
714,0,1000000,0
715,0,1000000,0
716,0,1000000,0
717,0,1000000,0
718,0,1000000,0
719,0,1000000,0
720,0,1000000,0
721,0,1000000,0
722,0,1000000,0
723,0,1000000,0
724,0,1000000,0
725,0,1000000,0
726,0,1000000,0
727,0,1000000,0
728,0,1000000,0
729,0,1000000,0
730,0,1000000,0
731,0,1000000,0
732,0,1000000,0
733,0,1000000,0
734,0,1000000,0
735,0,1000000,0
736,0,1000000,0
737,0,1000000,0
738,0,1000000,0
739,0,1000000,0
740,0,1000000,0
741,0,1000000,0
742,0,1000000,0
743,0,1000000,0
744,0,1000000,0
745,0,1000000,0
746,0,1000000,0
747,0,1000000,0
748,0,1000000,0
749,0,1000000,0
750,0,1000000,0
751,0,1000000,0
752,0,1000000,0
753,0,1000000,0
754,0,1000000,0
755,0,1000000,0
756,0,1000000,0
757,0,1000000,0
758,0,1000000,0
759,0,1000000,0
760,0,1000000,0
761,0,1000000,0
762,0,1000000,0
763,0,1000000,0
764,0,1000000,0
765,0,1000000,0
766,0,1000000,0
767,0,1000000,0
768,0,1000000,0
769,0,1000000,0
770,0,1000000,0
771,0,1000000,0
772,0,1000000,0
773,0,1000000,0
774,0,1000000,0
775,0,1000000,0
776,0,1000000,0
777,0,1000000,0
778,0,1000000,0
779,0,1000000,0
780,0,1000000,0
781,0,1000000,0
782,0,1000000,0
783,0,1000000,0
784,0,1000000,0
785,0,1000000,0
786,0,1000000,0
787,0,1000000,0
788,0,1000000,0
789,0,1000000,0
790,0,1000000,0
791,0,1000000,0
792,0,1000000,0
793,0,1000000,0
794,0,1000000,0
795,0,1000000,0
796,0,1000000,0
797,0,1000000,0
798,0,1000000,0
799,0,1000000,0
800,0,1000000,0
801,0,1000000,0
802,0,1000000,0
803,0,1000000,0
804,0,1000000,0
805,0,1000000,0
806,0,1000000,0
807,0,1000000,0
808,0,1000000,0
809,0,1000000,0
810,0,1000000,0
811,0,1000000,0
812,0,1000000,0
813,0,1000000,0
814,0,1000000,0
815,0,1000000,0
816,0,1000000,0
817,0,1000000,0
818,0,1000000,0
819,0,1000000,0
820,0,1000000,0
821,0,1000000,0
822,0,1000000,0
823,0,1000000,0
824,0,1000000,0
825,0,1000000,0
826,0,1000000,0
827,0,1000000,0
828,0,1000000,0
829,0,1000000,0
830,0,1000000,0
831,0,1000000,0
832,0,1000000,0
833,0,1000000,0
834,0,1000000,0
835,0,1000000,0
836,0,1000000,0
837,0,1000000,0
838,0,1000000,0
839,0,1000000,0
840,0,1000000,0
841,0,1000000,0
842,0,1000000,0
843,0,1000000,0
844,0,1000000,0
845,0,1000000,0
846,0,1000000,0
847,0,1000000,0
848,0,1000000,0
849,0,1000000,0
850,0,1000000,0
851,0,1000000,0
852,0,1000000,0
853,0,1000000,0
854,0,1000000,0
855,0,1000000,0
856,0,1000000,0
857,0,1000000,0
858,0,1000000,0
859,0,1000000,0
860,0,1000000,0
861,0,1000000,0
862,0,1000000,0
863,0,1000000,0
864,0,1000000,0
865,0,1000000,0
866,0,1000000,0
867,0,1000000,0
868,0,1000000,0
869,0,1000000,0
870,0,1000000,0
871,0,1000000,0
872,0,1000000,0
873,0,1000000,0
874,0,1000000,0
875,0,1000000,0
876,0,1000000,0
877,0,1000000,0
878,0,1000000,0
879,0,1000000,0
880,0,1000000,0
881,0,1000000,0
882,0,1000000,0
883,0,1000000,0
884,0,1000000,0
885,0,1000000,0
886,0,1000000,0
887,0,1000000,0
888,0,1000000,0
889,0,1000000,0
890,0,1000000,0
891,0,1000000,0
892,0,1000000,0
893,0,1000000,0
894,0,1000000,0
895,0,1000000,0
896,0,1000000,0
897,0,1000000,0
898,0,1000000,0
899,0,1000000,0
900,0,1000000,0
901,0,1000000,0
902,0,1000000,0
903,0,1000000,0
904,0,1000000,0
905,0,1000000,0
906,0,1000000,0
907,0,1000000,0
908,0,1000000,0
909,0,1000000,0
910,0,1000000,0
911,0,1000000,0
912,0,1000000,0
913,0,1000000,0
914,0,1000000,0
915,0,1000000,0
916,0,1000000,0
917,0,1000000,0
918,0,1000000,0
919,0,1000000,0
920,0,1000000,0
921,0,1000000,0
922,0,1000000,0
923,0,1000000,0
924,0,1000000,0
925,0,1000000,0
926,0,1000000,0
927,0,1000000,0
928,0,1000000,0
929,0,1000000,0
930,0,1000000,0
931,0,1000000,0
932,0,1000000,0
933,0,1000000,0
934,0,1000000,0
935,0,1000000,0
936,0,1000000,0
937,0,1000000,0
938,0,1000000,0
939,0,1000000,0
940,0,1000000,0
941,0,1000000,0
942,0,1000000,0
943,0,1000000,0
944,0,1000000,0
945,0,1000000,0
946,0,1000000,0
947,0,1000000,0
948,0,1000000,0
949,0,1000000,0
950,0,1000000,0
951,15,1000000,0
952,66,708.3,57
953,62,620.9333333333333,200
954,60,470,271
955,60,373.82142857142856,329
956,60,350.21875,390
957,60,315.6756756756757,463
958,60,283.9767441860465,536
959,60,261.1020408163265,602
960,60,243.70909090909092,660
961,60,228.9672131147541,724
962,60,221.640625,813
963,60,213.7941176470588,887
964,60,205.0958904109589,960
965,60,194.55,1025
966,60,189.35714285714286,1092
967,59,185.2528735632184,1156
968,59,178.60638297872342,1225
969,59,175.24742268041237,1291
970,79,170.80392156862746,1366
971,109,166.24770642201835,1486
972,110,161.01724137931035,1607
973,110,156.91869918699186,1722
974,110,153.59230769230768,1838
975,108,148.45390070921985,1958
976,109,144.8791946308725,2074
977,108,141.81410256410257,2203
978,110,140.4451219512195,2324
979,107,138.94082840236686,2453
980,110,135.82022471910113,2580
981,109,134.09625668449198,2692
982,109,132.40932642487047,2833
983,109,130.8030303030303,2958
984,109,126.25592417061611,3064
985,109,124.95813953488373,3184
986,109,123.47297297297297,3289
987,109,121.29787234042553,3397
988,110,120.73553719008264,3509
989,108,119.792,3635
990,113,119.80754716981131,3753
991,119,118.01754385964912,3860
992,119,117.3841059602649,3971
993,118,115.96573208722741,4092
994,120,115.62536873156343,4207
995,119,115.79608938547486,4329
996,119,115.93866666666666,4448
997,119,115.16410256410256,4567
998,120,113.72926829268293,4685
999,119,112.68837209302326,4792
1000,119,111.52561247216036,4911
1001,119,109.49260042283298,5017
1002,119,107.42168674698796,5116
1003,119,105.71401151631478,5228
1004,119,104.90858208955224,5329
1005,120,103.82826475849731,5432
1006,120,103.33391608391608,5556
1007,120,102.4190800681431,5652
1008,119,101.4110929853181,5751
1009,119,100.81904761904762,5860
1010,135,100.94351145038168,5951
1011,154,101.17561683599419,6077
1012,154,100.9831223628692,6202
1013,153,102.0896921017403,6331
1014,152,101.38372093023256,6441
1015,153,101.22446406052964,6575
1016,152,101.30049261083744,6683
1017,154,103.66464891041163,6783
1018,141,108.83254716981132,6922
1019,145,113.83391003460207,7067
1020,141,116.2718006795017,7193
1021,142,136.15401069518717,7347
1022,154,135.35632183908046,7456
1023,152,136.37449799196787,7592
1024,154,135.06182531894015,7734
1025,154,135.46511627906978,7834
1026,132,139.78383458646616,8005
1027,141,143.29223744292239,8155
1028,153,141.79393398751114,8288
1029,154,140.55410122164048,8432
1030,153,139.72502134927413,8558
1031,153,138.68635607321133,8689
1032,153,137.6601466992665,8798
1033,153,136.96190476190475,8924
1034,153,136.4087024087024,9032
1035,143,137.2037037037037,9089
1036,146,141.42955589586524,9159
1037,147,144.2496194824962,9246
1038,147,162.24344569288388,9386
1039,151,182.76630036630036,9560
1040,141,190.02694828841953,9620
1040,141,226.03163191948238,9685
1042,17,257.34350603264727,9785
1043,126,274.9894588896697,9894
1044,138,306.4374140302613,10004
1045,108,343.6316858496953,10107
1046,147,400.5610079575597,10227
1047,142,421.63890696161354,10407
1048,239,485.6668802049968,10547
1049,98,501.83630573248405,10632
1050,123,558.82875,10795
1051,137,599.9054301403295,11006
1052,145,604.173180998196,11149
1053,149,611.5621266427718,11288
1054,135,629.1632292280495,11455
1055,149,630.295427901524,11618
1056,141,632.6016260162602,11836
1057,140,668.2196235025671,12064
1058,153,674.1751824817518,12241
1059,145,690.6243093922652,12433
1060,154,757.7262872628726,12594
1061,154,777.5864098448368,12718
1062,84,777.0695468914647,12840
1063,126,779.983488132095,12975
1064,136,782.947582697201,13114
1064,132,785.0167342799189,13167
1066,113,793.1319618665328,13287
1067,100,791.7228315054836,13442
1068,133,786.1481118195194,13583
1069,123,793.2706511175899,13749
1070,141,831.9547619047619,13925
1071,139,858.6249411764705,14066
1072,135,889.50622406639,14221
1073,146,1079.1097065462754,14372
1074,153,1109.1160515784793,14503
1075,153,1102.7016622922135,14662
1076,145,1138.0539723661486,14795
1077,147,1246.3685992382564,14951
1078,148,1280.557130942452,15131
1079,149,1285.3583743842364,15322
1080,265,1296.6992694805194,15495
1081,114,1295.6436,15683
1082,141,1284.229216152019,15856
1083,142,1296.3724569640062,15979
1084,139,1285.025512176266,16160
1085,128,1281.3376722817763,16362
1086,148,1283.346807706838,16574
1087,151,1424.5372636262514,16756
1088,148,1441.858293665324,16902
1088,147,1439.8121808898613,16947
1090,7,1438.054288816504,17088
1091,107,1428.3721013200143,17256
1092,140,1407.1073802028682,17462
1093,146,1514.1806563039725,17628
1094,144,1565.8169688676019,17780
1095,145,1552.746273712737,17910
1096,133,1603.229117745723,18087
1097,147,1654.4316451506124,18254
1098,142,1727.2825376062785,18392
1099,151,1928.0171078114913,18521
1100,149,1910.2316293929712,18676
1101,137,1901.2826294061606,18763
1102,139,1893.5576559546314,18869
1103,104,1911.0564516129032,19007
1104,115,1905.3132862841362,19167
1105,148,1892.7495440729483,19321
1106,134,1883.8968636911943,19425
1107,135,1873.9438638399522,19553
1108,107,1868.737855450237,19691
1109,129,1866.7544892552253,19798
1110,118,1870.3658679135008,19940
1111,125,1855.8977174227102,20099
1112,118,1847.3710186513629,20239
1113,139,1843.0625535561269,20318
1114,87,1839.7659937446688,20410
1115,119,1834.737228337567,20534
1115,119,1834.7900475258596,20613
1117,55,1830.919457514531,20767
1118,129,1868.2088572990706,20944
1119,147,1865.724054054054,21126
1120,152,1878.0118089103596,21327
1121,153,1874.5751267680812,21459
1122,148,1872.50198991775,21626
1123,153,1897.0243710691823,21807
1124,145,1918.6788226100548,21955
1125,147,1979.0893595041323,22199
1126,151,1959.2582375478928,22356
1127,148,1953.6896726719108,22459
1128,133,1949.3738954809392,22567
1128,88,1946.1108597285067,22626
1130,50,1943.4428357463805,22740
1131,129,1931.466501854141,22882
1132,84,1922.4600294261893,23016
1133,109,1909.667071688943,23154
1134,100,1897.1518286814244,23300
1135,118,1898.1845309142993,23400
1136,129,1896.592313133695,23552
1137,126,1940.084773470341,23722
1138,127,2016.7463167587478,23837
1139,127,2030.3230138857273,24014
1140,125,2040.3034747292418,24153
1141,202,2044.577121110365,24309
1142,107,2056.8672291296625,24464
1143,120,2044.127481252757,24589
1144,119,2032.6763867572902,24701
1145,119,2024.2442797995207,24884
1146,118,2081.6199134199132,25027
1147,117,2070.3766681015927,25153
1148,117,2058.791140594907,25266
1149,116,2048.656376410475,25374
1150,117,2038.751323872061,25491
1151,116,2027.203621815119,25605
1152,115,2020.6199370409233,25728
1153,115,2008.834584897789,25839
1154,114,2000.7970502700457,25941
1155,114,1989.6604708798018,26055
1156,113,1981.0279605263158,26172
1157,112,1970.8848670756647,26274
1158,112,2032.2537101036796,26376
1159,112,2022.3404126213593,26476
1160,111,2012.9104267310788,26585
1161,111,2005.1196872493986,26723
1162,111,1995.1124850418828,26818
1163,110,1984.1132262542137,26911
1164,108,1976.9614776768076,26999
1165,105,1968.0283130161226,27089
1166,103,1959.8422391857507,27176
1167,99,1953.6203667577058,27258
1168,98,2044.1287128712872,27338
1169,96,2040.3373377252472,27420
1170,93,2036.649970992071,27510
1171,90,2034.0365005793742,27585
1172,88,2031.95987654321,27682
1173,84,2026.353337180227,27776
1174,82,2020.7431914077483,27863
1175,80,2016.6631578947367,27947
1176,78,2012.2262745846858,28009
1177,75,2007.7727186130692,28086
1178,73,2004.0990682639285,28152
1179,70,2001.1647996962217,28227
1180,68,1996.4234848484848,28286
1181,65,1993.518721633888,28347
1182,63,1991.7167957679956,28413
1183,60,1988.815695151858,28478
1184,59,1985.9274816349596,28539
1185,58,1982.698194810079,28607
1186,57,1980.5755071374906,28661
1187,56,1979.1433933933934,28718
1188,55,1976.6573570759138,28789
1189,54,1973.831742466779,28845
1190,53,1971.0196225004672,28909
1191,53,1967.8498134328358,28962
1192,51,1965.0592399403874,29014
1193,50,1962.2721354166667,29074
1194,49,1960.5439509384873,29130
1195,48,1959.1587743732591,29181
1196,48,1956.3921750417207,29222
1197,46,1953.2723065531284,29273
1198,45,1951.561494359164,29323
1199,44,1950.1903529846609,29373
1200,43,1949.1690062800149,29422
1201,43,1948.151006091933,29469
1202,41,1947.828349944629,29500
1203,26,1947.828349944629,29500
1204,0,1947.828349944629,29500
1205,0,1947.828349944629,29500
1206,0,1947.828349944629,29500
1207,0,1947.828349944629,29500
1208,0,1947.828349944629,29500
1209,0,1947.828349944629,29500
1210,0,1947.828349944629,29500
1211,0,1947.828349944629,29500
1212,0,1947.828349944629,29500
1213,0,1947.828349944629,29500
1214,0,1947.828349944629,29500
1215,0,1947.828349944629,29500
1216,0,1947.828349944629,29500
1217,0,1947.828349944629,29500
1218,0,1947.828349944629,29500
1219,0,1947.828349944629,29500
1220,0,1947.828349944629,29500
1221,0,1947.828349944629,29500
1222,0,1947.828349944629,29500
1223,0,1947.828349944629,29500
1224,0,1947.828349944629,29500
1225,0,1947.828349944629,29500
1226,0,1947.828349944629,29500
1227,0,1947.828349944629,29500
